ticker,fiscal_year,period_end,period_type,revenue,cost_of_sales,gross_profit,operating_profit,net_profit,interest_expense,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,receivables,operating_cash_flow,capex,return_on_equity,return_on_assets,gross_margin,operating_margin,net_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,asset_turnover,inventory_turnover,days_sales_outstanding,free_cash_flow,interest_coverage_ratio,working_capital,sector_gics,company_name,filing_id,calc_ROE,calc_ROA,calc_gross_margin,calc_operating_margin,calc_net_margin,calc_current_ratio,calc_quick_ratio,calc_debt_to_equity,calc_debt_to_assets,calc_asset_turnover,calc_working_capital,period_label,revenue_millions,roe_pct,company_type,data_quality_score,is_annual,is_latest,roa_pct,gross_margin_pct,operating_margin_pct,net_margin_pct,debt_to_equity_pct,debt_to_assets_pct,net_profit_millions,total_assets_millions,total_equity_millions,period_date,year_quarter,fiscal_quarter,profit_status,liquidity_status,leverage_status,roe_status,has_cogs,has_operating_profit,has_cash_flow,ticker_name,roe_decimal,roa_decimal,gross_margin_decimal,operating_margin_decimal,net_margin_decimal,size_category,profitability_score,capex_adjusted,sector_derived,gross_profit_calc,total_liabilities_calc,free_cash_flow_calc,working_capital_calc,net_margin_calc,gross_margin_calc,roe_calc,original_unit,was_normalized,normalization_multiplier
4130.0,2021.0,9/30/2021,Quarterly,7933620000.0,,,,-845203000.0,439962000.0,296854820000.0,124073109000.0,172781711000.0,20638034000.0,128542473000.0,,19095538000.0,4058203000.0,297005000.0,-0.006812137,-0.002847193,,,-0.106534344,0.160554201,0.160554201,1.392579846,0.582041117,0.026725589,,878.5234697,3761198000.0,,-107904439000.0,,Al-Baha Investment and Development Co.,4130_2021,-0.7%,-0.3%,,,-10.7%,0.2,,139.3%,0.58,0.03,-107904439.0,Q2021,7900.0,-0.7%,Service,73,False,False,-0.3,,,-10.7,139.3,58.2,-800.0,296900.0,124100.0,9/30/2021,2021-Q4,Q4,Loss,Weak,High,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0068,-0.0028,0.0,0.0,-0.1065,Small Cap,0.0,297005000.0,Other,,172781711000.0,3761198000.0,-107904439000.0,-10.7%,,-0.7%,thousands,True,1000
4130.0,2021.0,12/31/2021,Annual,11405811000.0,,,,-9117510000.0,1611856000.0,287302639000.0,117431009000.0,169871630000.0,19453101000.0,126536300000.0,,16962902000.0,5526103000.0,316803000.0,-0.077641418,-0.031734863,,,-0.799374109,0.153735339,0.153735339,1.446565362,0.59126373,0.039699639,,542.8337564,5209300000.0,,-107083199000.0,,Al-Baha Investment and Development Co.,4130_2021,-7.8%,-3.2%,,,-79.9%,0.2,,144.7%,0.59,0.04,-107083199.0,FY2021,11400.0,-7.8%,Service,73,True,False,-3.2,,,-79.9,144.7,59.1,-9100.0,287300.0,117400.0,12/31/2021,2021-FY,FY,Loss,Weak,High,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0776,-0.0317,0.0,0.0,-0.7994,Small Cap,0.0,316803000.0,Other,,169871630000.0,5209300000.0,-107083199000.0,-79.9%,,-7.8%,thousands,True,1000
4130.0,2022.0,3/31/2022,Quarterly,2553622000.0,,,,-4056065000.0,481736000.0,404482795000.0,233374944000.0,171107851000.0,137836925000.0,129417636000.0,,17136298000.0,-1601021000.0,94699000.0,-0.017380036,-0.010027781,,,-1.588357635,1.065055191,1.065055191,0.733188611,0.42302875,0.006313302,,2449.363598,-1695720000.0,,8419289000.0,,Al-Baha Investment and Development Co.,4130_2022,-1.7%,-1.0%,,,-158.8%,1.1,,73.3%,0.42,0.01,8419289.0,Q2022,2600.0,-1.7%,Service,73,False,False,-1.0,,,-158.8,73.3,42.3,-4100.0,404500.0,233400.0,3/31/2022,2022-Q2,Q2,Loss,Adequate,Moderate,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0174,-0.01,0.0,0.0,-1.5884,Small Cap,0.0,94699000.0,Other,,171107851000.0,-1695720000.0,8419289000.0,-158.8%,,-1.7%,thousands,True,1000
4130.0,2022.0,6/30/2022,Quarterly,5172741000.0,,,,-152612000.0,736565000.0,463231041000.0,233222332000.0,230008709000.0,197886784000.0,189435836000.0,,16384905000.0,-4145349000.0,28026000.0,-0.000654363,-0.000329451,,,-0.02950312,1.044611137,1.044611137,0.986220775,0.496531296,0.011166655,,1156.154991,-4173375000.0,,8450948000.0,,Al-Baha Investment and Development Co.,4130_2022,-0.1%,0.0%,,,-3.0%,1.0,,98.6%,0.5,0.01,8450948.0,Q2022,5200.0,-0.1%,Service,73,False,False,0.0,,,-3.0,98.6,49.7,-200.0,463200.0,233200.0,6/30/2022,2022-Q3,Q3,Loss,Adequate,Moderate,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0007,-0.0003,0.0,0.0,-0.0295,Small Cap,0.0,28026000.0,Other,,230008709000.0,-4173375000.0,8450948000.0,-3.0%,,-0.1%,thousands,True,1000
4130.0,2022.0,9/30/2022,Quarterly,7974746000.0,,,,-604966000.0,465907000.0,387877803000.0,232617366000.0,155260437000.0,123793672000.0,116298994000.0,,19227816000.0,-15373166000.0,94700000.0,-0.002600691,-0.001559682,,,-0.075860222,1.064443189,1.064443189,0.667449897,0.400281831,0.020559944,,880.047194,-15467866000.0,,7494678000.0,,Al-Baha Investment and Development Co.,4130_2022,-0.3%,-0.2%,,,-7.6%,1.1,,66.7%,0.4,0.02,7494678.0,Q2022,8000.0,-0.3%,Service,73,False,False,-0.2,,,-7.6,66.7,40.0,-600.0,387900.0,232600.0,9/30/2022,2022-Q4,Q4,Loss,Adequate,Moderate,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0026,-0.0016,0.0,0.0,-0.0759,Small Cap,0.0,94700000.0,Other,,155260437000.0,-15467866000.0,7494678000.0,-7.6%,,-0.3%,thousands,True,1000
4130.0,2022.0,12/31/2022,Annual,11516628000.0,,,0.0,-8094870000.0,2751616000.0,314510530000.0,229336139000.0,85174391000.0,57386158000.0,74114214000.0,,3911320000.0,-17643726000.0,94699000.0,-0.035296966,-0.025737994,,0.0,-0.702885428,0.774293552,0.774293552,0.371395417,0.270815705,0.036617623,,123.9626564,-17738425000.0,0.0,-16728056000.0,,Al-Baha Investment and Development Co.,4130_2022,-3.5%,-2.6%,,0.0%,-70.3%,0.8,,37.1%,0.27,0.04,-16728056.0,FY2022,11500.0,-3.5%,Service,80,True,False,-2.6,,0.0,-70.3,37.1,27.1,-8100.0,314500.0,229300.0,12/31/2022,2022-FY,FY,Loss,Weak,Low,Negative,False,True,True,4130 - Al-Baha Investment and Development Co.,-0.0353,-0.0257,0.0,0.0,-0.7029,Small Cap,0.0,94699000.0,Other,,85174391000.0,-17738425000.0,-16728056000.0,-70.3%,,-3.5%,thousands,True,1000
4130.0,2023.0,3/31/2023,Quarterly,4263426000.0,,,,326938000.0,366701000.0,348541863000.0,229663077000.0,118878786000.0,26775201000.0,107798166000.0,,19561488000.0,1587552000.0,74448000.0,0.001423555,0.000938016,,,0.076684338,0.248382714,0.248382714,0.517622543,0.341074627,0.012232178,,1674.696153,1513104000.0,,-81022965000.0,,Al-Baha Investment and Development Co.,4130_2023,0.1%,0.1%,,,7.7%,0.2,,51.8%,0.34,0.01,-81022965.0,Q2023,4300.0,0.1%,Service,73,False,False,0.1,,,7.7,51.8,34.1,300.0,348500.0,229700.0,3/31/2023,2023-Q2,Q2,Profit,Weak,Moderate,Weak,False,False,True,4130 - Al-Baha Investment and Development Co.,0.0014,0.0009,0.0,0.0,0.0767,Small Cap,11.0,74448000.0,Other,,118878786000.0,1513104000.0,-81022965000.0,7.7%,,0.1%,thousands,True,1000
4130.0,2023.0,6/30/2023,Quarterly,7068865000.0,,,,409388000.0,128802000.0,266773074000.0,230072465000.0,36700609000.0,11367642000.0,25592779000.0,,3166938000.0,3586239000.0,74448000.0,0.001779387,0.001534593,,,0.057914248,0.444173804,0.444173804,0.159517607,0.137572389,0.02649767,,163.5244654,3511791000.0,,-14225137000.0,,Al-Baha Investment and Development Co.,4130_2023,0.2%,0.2%,,,5.8%,0.4,,16.0%,0.14,0.03,-14225137.0,Q2023,7100.0,0.2%,Service,73,False,False,0.2,,,5.8,16.0,13.8,400.0,266800.0,230100.0,6/30/2023,2023-Q3,Q3,Profit,Weak,Low,Weak,False,False,True,4130 - Al-Baha Investment and Development Co.,0.0018,0.0015,0.0,0.0,0.0579,Small Cap,11.0,74448000.0,Other,,36700609000.0,3511791000.0,-14225137000.0,5.8%,,0.2%,thousands,True,1000
4130.0,2023.0,9/30/2023,Quarterly,11697406000.0,,,,1691094000.0,126088000.0,267719029000.0,231763559000.0,35955470000.0,13057384000.0,24844447000.0,,3584435000.0,6715995000.0,74448000.0,0.007296635,0.006316675,,,0.144570001,0.525565492,0.525565492,0.155138582,0.134303005,0.043692845,,111.846915,6641547000.0,,-11787063000.0,,Al-Baha Investment and Development Co.,4130_2023,0.7%,0.6%,,,14.5%,0.5,,15.5%,0.13,0.04,-11787063.0,Q2023,11700.0,0.7%,Service,73,False,False,0.6,,,14.5,15.5,13.4,1700.0,267700.0,231800.0,9/30/2023,2023-Q4,Q4,Profit,Weak,Low,Weak,False,False,True,4130 - Al-Baha Investment and Development Co.,0.0073,0.0063,0.0,0.0,0.1446,Small Cap,22.0,74448000.0,Other,,35955470000.0,6641547000.0,-11787063000.0,14.5%,,0.7%,thousands,True,1000
4130.0,2023.0,12/31/2023,Annual,16061894000.0,,,1500000000.0,4941780000.0,743505000.0,269343616000.0,234277919000.0,35065697000.0,10656292000.0,25328389000.0,,3213649000.0,9772445000.0,343749000.0,0.021093665,0.018347493,,0.093388737,0.307671063,0.420725219,0.420725219,0.149675638,0.130189449,0.059633468,,73.02886478,9428696000.0,2.017471301,-14672097000.0,,Al-Baha Investment and Development Co.,4130_2023,2.1%,1.8%,,9.3%,30.8%,0.4,,15.0%,0.13,0.06,-14672097.0,FY2023,16100.000000000002,2.1%,Service,80,True,False,1.8,,9.3,30.8,15.0,13.0,4900.0,269300.0,234300.0,12/31/2023,2023-FY,FY,Profit,Weak,Low,Weak,False,True,True,4130 - Al-Baha Investment and Development Co.,0.0211,0.0183,0.0,0.0934,0.3077,Small Cap,33.0,343749000.0,Other,,35065697000.0,9428696000.0,-14672097000.0,30.8%,,2.1%,thousands,True,1000
4130.0,2024.0,3/31/2024,Quarterly,4452319000.0,,,,-62076000.0,117734000.0,275167038000.0,234215843000.0,40951195000.0,17407019000.0,31191067000.0,,4952189000.0,4625267000.0,0.0,-0.000265038,-0.000225594,,,-0.013942397,0.558077061,0.558077061,0.17484383,0.14882304,0.016180423,,405.9792178,4625267000.0,,-13784048000.0,,Al-Baha Investment and Development Co.,4130_2024,0.0%,0.0%,,,-1.4%,0.6,,17.5%,0.15,0.02,-13784048.0,Q2024,4500.0,0.0%,Service,73,False,False,0.0,,,-1.4,17.5,14.9,-100.0,275200.0,234200.0,3/31/2024,2024-Q2,Q2,Loss,Weak,Low,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0003,-0.0002,0.0,0.0,-0.0139,Small Cap,0.0,0.0,Other,,40951195000.0,4625267000.0,-13784048000.0,-1.4%,,0.0%,thousands,True,1000
4130.0,2024.0,6/30/2024,Quarterly,8953494000.0,,,,2981384000.0,114890000.0,276570715000.0,237197227000.0,39373488000.0,19737213000.0,29589827000.0,,5931305000.0,6214316000.0,0.0,0.012569219,0.010779825,,,0.332985536,0.667026982,0.667026982,0.165994723,0.142363185,0.032373254,,241.7968142,6214316000.0,,-9852614000.0,,Al-Baha Investment and Development Co.,4130_2024,1.3%,1.1%,,,33.3%,0.7,,16.6%,0.14,0.03,-9852614.0,Q2024,9000.0,1.3%,Service,73,False,False,1.1,,,33.3,16.6,14.2,3000.0,276600.0,237200.0,6/30/2024,2024-Q3,Q3,Profit,Weak,Low,Weak,False,False,True,4130 - Al-Baha Investment and Development Co.,0.0126,0.0108,0.0,0.0,0.333,Small Cap,33.0,0.0,Other,,39373488000.0,6214316000.0,-9852614000.0,33.3%,,1.3%,thousands,True,1000
4130.0,2024.0,9/30/2024,Quarterly,13477471000.0,,,,-254986000.0,111855000.0,275125678000.0,236942241000.0,38183437000.0,19260393000.0,28367192000.0,,4728315000.0,7297161000.0,0.0,-0.001076153,-0.000926798,,,-0.018919425,0.678967203,0.678967203,0.161150822,0.138785435,0.048986598,,128.0533251,7297161000.0,,-9106799000.0,,Al-Baha Investment and Development Co.,4130_2024,-0.1%,-0.1%,,,-1.9%,0.7,,16.1%,0.14,0.05,-9106799.0,Q2024,13500.0,-0.1%,Service,73,False,False,-0.1,,,-1.9,16.1,13.9,-300.0,275100.0,236900.0,9/30/2024,2024-Q4,Q4,Loss,Weak,Low,Negative,False,False,True,4130 - Al-Baha Investment and Development Co.,-0.0011,-0.0009,0.0,0.0,-0.0189,Small Cap,0.0,0.0,Other,,38183437000.0,7297161000.0,-9106799000.0,-1.9%,,-0.1%,thousands,True,1000
4130.0,2024.0,12/31/2024,Annual,18098518000.0,,,0.0,8375608000.0,450976000.0,260136345000.0,223053527000.0,37082818000.0,3599900000.0,28137652000.0,,3061853000.0,7961611000.0,0.0,0.037549767,0.032196993,,0.0,0.462778665,0.127938891,0.127938891,0.166250758,0.142551469,0.0695732,,61.74960541,7961611000.0,0.0,-24537752000.0,,Al-Baha Investment and Development Co.,4130_2024,3.8%,3.2%,,0.0%,46.3%,0.1,,16.6%,0.14,0.07,-24537752.0,FY2024,18100.0,3.8%,Service,80,True,False,3.2,,0.0,46.3,16.6,14.3,8400.0,260100.00000000003,223100.0,12/31/2024,2024-FY,FY,Profit,Weak,Low,Weak,False,True,True,4130 - Al-Baha Investment and Development Co.,0.0375,0.0322,0.0,0.0,0.4628,Small Cap,44.0,0.0,Other,,37082818000.0,7961611000.0,-24537752000.0,46.3%,,3.8%,thousands,True,1000
4130.0,2025.0,3/31/2025,Quarterly,4562018000.0,,,,1325910000.0,101079000.0,263944005000.0,224379437000.0,39564568000.0,8233581000.0,31067176000.0,,4429569000.0,3526941000.0,16515000.0,0.005909231,0.005023452,,,0.290641115,0.265025086,0.265025086,0.17632885,0.149897581,0.017284037,,354.4029605,3510426000.0,,-22833595000.0,,Al-Baha Investment and Development Co.,4130_2025,0.6%,0.5%,,,29.1%,0.3,,17.6%,0.15,0.02,-22833595.0,Q2025,4600.0,0.6%,Service,73,False,False,0.5,,,29.1,17.6,15.0,1300.0,263900.0,224400.0,3/31/2025,2025-Q2,Q2,Profit,Weak,Low,Weak,False,False,True,4130 - Al-Baha Investment and Development Co.,0.0059,0.005,0.0,0.0,0.2906,Small Cap,33.0,16515000.0,Other,,39564568000.0,3510426000.0,-22833595000.0,29.1%,,0.6%,thousands,True,1000
9572.0,2022.0,6/30/2022,Quarterly,24073675.0,16978303.0,7095372.0,770691.0,579841.0,148707.0,39210260.0,22821732.0,16388528.0,23890016.0,10639043.0,17723578.0,,,1938669.0,0.025407406,0.014787992,0.294735723,0.032013849,0.024086102,2.245504224,0.579604575,0.718110615,0.417965298,0.613963667,0.957950082,,,5.182614134,13250973.0,,Al-Razi Medical Co.,9572_2022,2.5%,1.5%,29.5%,3.2%,2.4%,2.2,0.6,71.8%,0.42,0.61,13250973.0,Q2022,24.1,2.5%,Industrial,87,False,False,1.5,29.5,3.2,2.4,71.8,41.8,0.6,39.2,22.8,6/30/2022,2022-Q3,Q3,Profit,Strong,Moderate,Weak,True,True,False,9572 - Al-Razi Medical Co.,0.0254,0.0148,0.2947,0.032,0.0241,Small Cap,0.0,1938669.0,Other,7095372.0,16388528.0,,13250973.0,2.4%,29.5%,2.5%,SAR,False,1
9572.0,2022.0,12/31/2022,Annual,52390481.0,36290591.0,16099890.0,2592346.0,2014334.0,319160.0,42835619.0,23592143.0,19243476.0,26353746.0,12755028.0,22425088.0,828271.0,2009368.0,2694059.0,0.085381561,0.047024744,0.307305634,0.049481241,0.038448473,2.06614568,0.308008575,0.815673082,0.449240059,1.223058805,1.61830317,5.770493212,-684691.0,8.122402557,13598718.0,,Al-Razi Medical Co.,9572_2022,8.5%,4.7%,30.7%,4.9%,3.8%,2.1,0.3,81.6%,0.45,1.22,13598718.0,FY2022,52.4,8.5%,Industrial,100,True,False,4.7,30.7,4.9,3.8,81.6,44.9,2.0,42.8,23.6,12/31/2022,2022-FY,FY,Profit,Strong,Moderate,Average,True,True,True,9572 - Al-Razi Medical Co.,0.0854,0.047,0.3073,0.0495,0.0384,Small Cap,22.0,2694059.0,Other,16099890.0,19243476.0,-684691.0,13598718.0,3.8%,30.7%,8.5%,SAR,False,1
9572.0,2023.0,6/30/2023,Quarterly,30542262.0,21392522.0,9149740.0,998880.0,606319.0,201531.0,45310452.0,23047075.0,22263377.0,28453289.0,14277665.0,22965671.0,1027034.0,,201047.0,0.02630785,0.013381438,0.299576371,0.032704847,0.019851804,1.992853103,0.384349822,0.965995772,0.491351907,0.674066593,0.931499977,12.27372779,,4.956458312,14175624.0,,Al-Razi Medical Co.,9572_2023,2.6%,1.3%,30.0%,3.3%,2.0%,2.0,0.4,96.6%,0.49,0.67,14175624.0,Q2023,30.5,2.6%,Industrial,93,False,False,1.3,30.0,3.3,2.0,96.6,49.1,0.6,45.3,23.0,6/30/2023,2023-Q3,Q3,Profit,Strong,Moderate,Weak,True,True,False,9572 - Al-Razi Medical Co.,0.0263,0.0134,0.2996,0.0327,0.0199,Small Cap,0.0,201047.0,Other,9149740.0,22263377.0,,14175624.0,2.0%,30.0%,2.6%,SAR,False,1
9572.0,2023.0,12/31/2023,Annual,61333831.0,43749721.0,17584110.0,1414465.0,685968.0,517940.0,45417584.0,22369276.0,23048308.0,25593360.0,14291877.0,21995825.0,843684.0,5777206.0,4780389.0,0.030665633,0.015103578,0.286695119,0.023061742,0.01118417,1.790762683,0.251718861,1.030355564,0.507475431,1.350442397,1.98900114,5.020796108,996817.0,2.730943739,11301483.0,,Al-Razi Medical Co.,9572_2023,3.1%,1.5%,28.7%,2.3%,1.1%,1.8,0.3,103.0%,0.51,1.35,11301483.0,FY2023,61.3,3.1%,Industrial,100,True,False,1.5,28.7,2.3,1.1,103.0,50.7,0.7,45.4,22.4,12/31/2023,2023-FY,FY,Profit,Strong,High,Weak,True,True,True,9572 - Al-Razi Medical Co.,0.0307,0.0151,0.2867,0.0231,0.0112,Small Cap,0.0,4780389.0,Other,17584110.0,23048308.0,996817.0,11301483.0,1.1%,28.7%,3.1%,SAR,False,1
9572.0,2024.0,6/30/2024,Quarterly,31203246.0,23017795.0,8185451.0,227960.0,10128.0,252612.0,45613086.0,22379404.0,23233682.0,25718070.0,14546959.0,0.0,1348098.0,3696107.0,1568422.0,0.000452559,0.000222042,0.262326907,0.00730565,0.000324582,1.767934453,1.767934453,1.038172509,0.509364396,0.684085396,,15.76937765,2127685.0,0.902411604,11171111.0,,Al-Razi Medical Co.,9572_2024,0.0%,0.0%,26.2%,0.7%,0.0%,1.8,1.8,103.8%,0.51,0.68,11171111.0,Q2024,31.2,0.0%,Industrial,100,False,False,0.0,26.2,0.7,0.0,103.8,50.9,0.0,45.6,22.4,6/30/2024,2024-Q3,Q3,Profit,Strong,High,Weak,True,True,True,9572 - Al-Razi Medical Co.,0.0005,0.0002,0.2623,0.0073,0.0003,Small Cap,0.0,1568422.0,Other,8185451.0,23233682.0,2127685.0,11171111.0,0.0%,26.2%,0.0%,SAR,False,1
9572.0,2025.0,6/30/2025,Quarterly,33986347.0,24891608.0,9094739.0,601871.0,115966.0,446304.0,49809305.0,22737710.0,27071595.0,25743575.0,16480598.0,0.0,4515327.0,2672288.0,831916.0,0.005100162,0.0023282,0.267599781,0.0177092,0.003412135,1.562053452,1.562053452,1.190603407,0.543504773,0.682329276,,48.49283611,1840372.0,1.348567344,9262977.0,,Al-Razi Medical Co.,9572_2025,0.5%,0.2%,26.8%,1.8%,0.3%,1.6,1.6,119.1%,0.54,0.68,9262977.0,Q2025,34.0,0.5%,Industrial,100,False,True,0.2,26.8,1.8,0.3,119.1,54.4,0.1,49.8,22.7,6/30/2025,2025-Q3,Q3,Profit,Strong,High,Weak,True,True,True,9572 - Al-Razi Medical Co.,0.0051,0.0023,0.2676,0.0177,0.0034,Small Cap,0.0,831916.0,Other,9094739.0,27071595.0,1840372.0,9262977.0,0.3%,26.8%,0.5%,SAR,False,1
6070.0,2018.0,3/31/2018,Quarterly,41638269.0,56557305.0,-14919036.0,-23496805.0,-23955953.0,215223.0,838947209.0,661280089.0,177667120.0,241539745.0,84060189.0,71387286.0,22071437.0,32688047.0,9581076.0,-0.036226636,-0.02855478,-0.358301062,-0.564307921,-0.575334988,2.873414251,2.024174119,0.26867151,0.211773897,0.049631572,0.792260193,193.4776517,23106971.0,-109.1742286,157479556.0,,Al-Jouf Agricultural Development Co.,6070_2018,-3.6%,-2.9%,-35.8%,-56.4%,-57.5%,2.9,2.0,26.9%,0.21,0.05,157479556.0,Q2018,41.6,-3.6%,Industrial,100,False,False,-2.9,-35.8,-56.4,-57.5,26.9,21.2,-24.0,838.9,661.3,3/31/2018,2018-Q2,Q2,Loss,Strong,Low,Negative,True,True,True,6070 - Al-Jouf Agricultural Development Co.,-0.0362,-0.0286,-0.3583,-0.5643,-0.5753,Small Cap,0.0,9581076.0,Other,-14919036.0,177667120.0,23106971.0,157479556.0,-57.5%,-35.8%,-3.6%,SAR,False,1
6070.0,2018.0,6/30/2018,Quarterly,121575886.0,36820958.0,43116659.0,29607062.0,26053786.0,92064.0,818369938.0,657333875.0,161036063.0,239255440.0,70889620.0,75893104.0,57604325.0,5749191.0,16592221.0,0.039635544,0.031836196,0.354648117,0.243527421,0.214300606,3.375041931,2.304460597,0.244983667,0.196776611,0.148558592,0.485168692,172.9420144,-10843030.0,321.592175,168365820.0,,Al-Jouf Agricultural Development Co.,6070_2018,4.0%,3.2%,35.5%,24.4%,21.4%,3.4,2.3,24.5%,0.2,0.15,168365820.0,Q2018,121.6,4.0%,Industrial,100,False,False,3.2,35.5,24.4,21.4,24.5,19.7,26.1,818.4,657.3,6/30/2018,2018-Q3,Q3,Profit,Strong,Low,Weak,True,True,True,6070 - Al-Jouf Agricultural Development Co.,0.0396,0.0318,0.3546,0.2435,0.2143,Small Cap,44.0,16592221.0,Other,43116659.0,161036063.0,-10843030.0,168365820.0,21.4%,35.5%,4.0%,SAR,False,1
6070.0,2018.0,9/30/2018,Quarterly,247816585.0,82059634.0,44181065.0,26875037.0,22554465.0,143533.0,838797029.0,679888340.0,158908689.0,269364444.0,68074167.0,50486556.0,83943717.0,37254836.0,31554763.0,0.033173778,0.026889062,0.178281308,0.10844729,0.091012734,3.956926039,3.215285587,0.233727628,0.189448321,0.29544285,1.625375952,123.6376359,5700073.0,187.2394293,201290277.0,,Al-Jouf Agricultural Development Co.,6070_2018,3.3%,2.7%,17.8%,10.8%,9.1%,4.0,3.2,23.4%,0.19,0.3,201290277.0,Q2018,247.8,3.3%,Industrial,100,False,False,2.7,17.8,10.8,9.1,23.4,18.9,22.6,838.8,679.9,9/30/2018,2018-Q4,Q4,Profit,Strong,Low,Weak,True,True,True,6070 - Al-Jouf Agricultural Development Co.,0.0332,0.0269,0.1783,0.1084,0.091,Small Cap,22.0,31554763.0,Other,44181065.0,158908689.0,5700073.0,201290277.0,9.1%,17.8%,3.3%,SAR,False,1
6070.0,2018.0,12/31/2018,Annual,358934363.0,255559513.0,103374850.0,49545458.0,35762762.0,519553.0,847093437.0,694179279.0,152914158.0,281429589.0,65702436.0,99884980.0,95406750.0,78814657.0,45373248.0,0.051518049,0.042218202,0.288004885,0.13803487,0.099635938,4.28339657,2.763133607,0.220280499,0.180516282,0.423724642,2.55853796,97.01903005,33441409.0,95.36170131,215727153.0,,Al-Jouf Agricultural Development Co.,6070_2018,5.2%,4.2%,28.8%,13.8%,10.0%,4.3,2.8,22.0%,0.18,0.42,215727153.0,FY2018,358.9,5.2%,Industrial,100,True,False,4.2,28.8,13.8,10.0,22.0,18.1,35.8,847.1,694.2,12/31/2018,2018-FY,FY,Profit,Strong,Low,Average,True,True,True,6070 - Al-Jouf Agricultural Development Co.,0.0515,0.0422,0.288,0.138,0.0996,Small Cap,33.0,45373248.0,Other,103374850.0,152914158.0,33441409.0,215727153.0,10.0%,28.8%,5.2%,SAR,False,1
6070.0,2019.0,3/31/2019,Quarterly,49640816.0,33644720.0,15996096.0,7520025.0,6529797.0,142433.0,865549457.0,700709076.0,164840381.0,301547017.0,77562200.0,101800043.0,72586403.0,17603241.0,10799053.0,0.009318842,0.007544106,0.322236766,0.151488747,0.131540888,3.887808971,2.575313413,0.23524796,0.190445941,0.057351796,0.330498092,533.7147781,6804188.0,52.79692908,223984817.0,,Al-Jouf Agricultural Development Co.,6070_2019,0.9%,0.8%,32.2%,15.1%,13.2%,3.9,2.6,23.5%,0.19,0.06,223984817.0,Q2019,49.6,0.9%,Industrial,100,False,False,0.8,32.2,15.1,13.2,23.5,19.0,6.5,865.5,700.7,3/31/2019,2019-Q2,Q2,Profit,Strong,Low,Weak,True,True,True,6070 - Al-Jouf Agricultural Development Co.,0.0093,0.0075,0.3222,0.1515,0.1315,Small Cap,22.0,10799053.0,Other,15996096.0,164840381.0,6804188.0,223984817.0,13.2%,32.2%,0.9%,SAR,False,1
6070.0,2019.0,6/30/2019,Quarterly,94332682.0,35303646.0,9388220.0,1264116.0,1164163.0,142333.0,827035483.0,656873239.0,170162244.0,265197154.0,82561316.0,91362156.0,57869200.0,30839865.0,20357886.0,0.00177228,0.001407634,0.099522454,0.013400615,0.012341036,3.212123629,2.105526007,0.25904883,0.205749629,0.114061227,0.386414327,223.9124082,10481979.0,8.881397849,182635838.0,,Al-Jouf Agricultural Development Co.,6070_2019,0.2%,0.1%,10.0%,1.3%,1.2%,3.2,2.1,25.9%,0.21,0.11,182635838.0,Q2019,94.3,0.2%,Industrial,100,False,False,0.1,10.0,1.3,1.2,25.9,20.6,1.2,827.0,656.9,6/30/2019,2019-Q3,Q3,Profit,Strong,Low,Weak,True,True,True,6070 - Al-Jouf Agricultural Development Co.,0.0018,0.0014,0.0995,0.0134,0.0123,Small Cap,0.0,20357886.0,Other,9388220.0,170162244.0,10481979.0,182635838.0,1.2%,10.0%,0.2%,SAR,False,1
6070.0,2019.0,9/30/2019,Quarterly,161313889.0,61242831.0,5738376.0,-5412478.0,-6431780.0,167683.0,801669202.0,650441459.0,151227743.0,240170715.0,63233971.0,99848336.0,58199403.0,43512166.0,30480631.0,-0.00988833,-0.008022985,0.035572734,-0.033552461,-0.03987121,3.798127987,2.219098007,0.23250016,0.188641079,0.20122251,0.613358554,131.6860081,13031535.0,-32.27803653,176936744.0,,Al-Jouf Agricultural Development Co.,6070_2019,-1.0%,-0.8%,3.6%,-3.4%,-4.0%,3.8,2.2,23.3%,0.19,0.2,176936744.0,Q2019,161.3,-1.0%,Industrial,100,False,False,-0.8,3.6,-3.4,-4.0,23.3,18.9,-6.4,801.7,650.4,9/30/2019,2019-Q4,Q4,Loss,Strong,Low,Negative,True,True,True,6070 - Al-Jouf Agricultural Development Co.,-0.0099,-0.008,0.0356,-0.0336,-0.0399,Small Cap,0.0,30480631.0,Other,5738376.0,151227743.0,13031535.0,176936744.0,-4.0%,3.6%,-1.0%,SAR,False,1
