ticker,fiscal_year,period_end,period_type,revenue,cost_of_sales,gross_profit,operating_profit,net_profit,interest_expense,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,receivables,operating_cash_flow,capex,return_on_equity,return_on_assets,gross_margin,operating_margin,net_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,asset_turnover,inventory_turnover,days_sales_outstanding,free_cash_flow,interest_coverage_ratio,working_capital,sector_gics,company_name,filing_id,calc_ROE,calc_ROA,calc_gross_margin,calc_operating_margin,calc_net_margin,calc_current_ratio,calc_quick_ratio,calc_debt_to_equity,calc_debt_to_assets,calc_asset_turnover,calc_working_capital,period_label,revenue_millions,roe_pct,company_type,data_quality_score,is_annual,is_latest,roa_pct,gross_margin_pct,operating_margin_pct,net_margin_pct,debt_to_equity_pct,debt_to_assets_pct,net_profit_millions,total_assets_millions,total_equity_millions,period_date,year_quarter,fiscal_quarter,profit_status,liquidity_status,leverage_status,roe_status,has_cogs,has_operating_profit,has_cash_flow,ticker_name,roe_decimal,roa_decimal,gross_margin_decimal,operating_margin_decimal,net_margin_decimal,size_category,profitability_score,capex_adjusted,sector_derived,gross_profit_calc,total_liabilities_calc,free_cash_flow_calc,working_capital_calc,net_margin_calc,gross_margin_calc,roe_calc
4163,2024,12/31/2024,Annual,6450936245,4157865124,2293071121,514078633,370105462,121824848,5035741360,1456450662,3579290698,2444073118,2134050481,1477112597,747536620,683330305,223125110,0.254114658,0.073495725,0.355463305,0.079690546,0.057372364,1.145274275,0.453110425,2.457543391,0.71077731,1.281030097,2.814859972,42.2963204,460205195,4.219817561,310022637,,Aldawaa Medical Services Co.,4163_2024,25.4%,7.3%,35.5%,8.0%,5.7%,1.1,0.5,245.8%,0.71,1.28,310022637,FY2024,6450.9,25.4%,Industrial,100,TRUE,FALSE,7.3,35.5,8,5.7,245.8,71.1,370.1,5035.7,1456.5,12/31/2024,2024-FY,FY,Profit,Adequate,High,Excellent,TRUE,TRUE,TRUE,4163 - Aldawaa Medical Services Co.,0.2541,0.0735,0.3555,0.0797,0.0574,Mid Cap,67,223125110,Other,2293071121,3579290698,460205195,310022637,5.7%,35.5%,25.4%
4163,2025,6/30/2025,Quarterly,3350493882,1095078824,590493757,119688101,86573037,30405064,5379296830,1530548853,3848747977,2770692873,2334758983,1634170758,939261934,280576600,54484736,0.056563393,0.016093746,0.17624081,0.035722525,0.025838888,1.186714729,0.486783485,2.514619491,0.715474178,0.622849786,0.67011285,102.3224092,226091864,3.936452855,435933890,,Aldawaa Medical Services Co.,4163_2025,5.7%,1.6%,17.6%,3.6%,2.6%,1.2,0.5,251.5%,0.72,0.62,435933890,Q2025,3350.5,5.7%,Industrial,100,FALSE,TRUE,1.6,17.6,3.6,2.6,251.5,71.5,86.6,5379.3,1530.5,6/30/2025,2025-Q3,Q3,Profit,Adequate,High,Average,TRUE,TRUE,TRUE,4163 - Aldawaa Medical Services Co.,0.0566,0.0161,0.1762,0.0357,0.0258,Mid Cap,11,54484736,Other,590493757,3848747977,226091864,435933890,2.6%,17.6%,5.7%
4320,2020,3/31/2020,Quarterly,41935588,18609243,23326345,14033759,15780855,5995638,1779977357,1310526279,469451078,,,,-15045607,25462077,123210,0.012041617,0.008865762,0.55624223,0.334650345,0.376311762,,,0.358215692,0.263739916,0.023559619,,-130.9543234,25338867,2.340661494,,,Alandalus Property Co.,4320_2020,1.2%,0.9%,55.6%,33.5%,37.6%,,,35.8%,0.26,0.02,,Q2020,41.9,1.2%,Industrial,80,FALSE,FALSE,0.9,55.6,33.5,37.6,35.8,26.4,15.8,1780,1310.5,3/31/2020,2020-Q2,Q2,Profit,N/A,Low,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.012,0.0089,0.5562,0.3347,0.3763,Mid Cap,33,123210,Other,23326345,469451078,25338867,,37.6%,55.6%,1.2%
4320,2020,6/30/2020,Quarterly,73389248,13226702,18226957,-9010477,-10211440,5563419,1962037615,1230314839,731722776,,,,,43120244,479831,-0.008299859,-0.005204508,0.248360046,-0.122776527,-0.139140818,,,0.594744331,0.372940238,0.037404608,,,42640413,-1.619593455,,,Alandalus Property Co.,4320_2020,-0.8%,-0.5%,24.8%,-12.3%,-13.9%,,,59.5%,0.37,0.04,,Q2020,73.4,-0.8%,Industrial,73,FALSE,FALSE,-0.5,24.8,-12.3,-13.9,59.5,37.3,-10.2,1962,1230.3,6/30/2020,2020-Q3,Q3,Loss,N/A,Moderate,Negative,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,-0.0083,-0.0052,0.2484,-0.1228,-0.1391,Mid Cap,0,479831,Other,18226957,731722776,42640413,,-13.9%,24.8%,-0.8%
4320,2020,9/30/2020,Quarterly,110373341,19963715,17020378,7659390,3277427,6986439,1962756752,1228217265,734539487,,,,,79917569,1693755,0.002668442,0.001669808,0.154207328,0.06939529,0.029694009,,,0.59805338,0.374238675,0.056233836,,,78223814,1.096322461,,,Alandalus Property Co.,4320_2020,0.3%,0.2%,15.4%,6.9%,3.0%,,,59.8%,0.37,0.06,,Q2020,110.4,0.3%,Industrial,73,FALSE,FALSE,0.2,15.4,6.9,3,59.8,37.4,3.3,1962.8,1228.2,9/30/2020,2020-Q4,Q4,Profit,N/A,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0027,0.0017,0.1542,0.0694,0.0297,Mid Cap,0,1693755,Other,17020378,734539487,78223814,,3.0%,15.4%,0.3%
4320,2020,12/31/2020,Annual,167824560,,,,16990420,25221198,1980321132,1236116249,744204883,263521438,102989189,,,99125587,743631,0.013745002,0.008579629,,,0.101239175,2.55872913,2.55872913,0.602050886,0.375800102,0.084746134,,,98381956,,160532249,,Alandalus Property Co.,4320_2020,1.4%,0.9%,,,10.1%,2.6,,60.2%,0.38,0.08,160532249,FY2020,167.8,1.4%,Service,67,TRUE,FALSE,0.9,,,10.1,60.2,37.6,17,1980.3,1236.1,12/31/2020,2020-FY,FY,Profit,Strong,Moderate,Weak,FALSE,FALSE,TRUE,4320 - Alandalus Property Co.,0.0137,0.0086,0,0,0.1012,Mid Cap,22,743631,Other,,744204883,98381956,160532249,10.1%,,1.4%
4320,2021,3/31/2021,Quarterly,50541678,16927955,33613723,23420434,24772940,6654289,2054810178,1246914189,807895989,346566377,117075652,,,42652865,44016,0.019867398,0.012056072,0.665069391,0.463388533,0.490148744,2.960191731,2.960191731,0.647916269,0.393173052,0.024596763,,,42608849,3.519599765,229490725,,Alandalus Property Co.,4320_2021,2.0%,1.2%,66.5%,46.3%,49.0%,3.0,,64.8%,0.39,0.02,229490725,Q2021,50.5,2.0%,Industrial,87,FALSE,FALSE,1.2,66.5,46.3,49,64.8,39.3,24.8,2054.8,1246.9,3/31/2021,2021-Q2,Q2,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0199,0.0121,0.6651,0.4634,0.4901,Mid Cap,33,44016,Other,33613723,807895989,42608849,229490725,49.0%,66.5%,2.0%
4320,2021,6/30/2021,Quarterly,102906055,16848127,35516250,23823175,24873589,6577707,2034809915,1236787779,798022136,285826649,106812800,,,94300773,73425,0.020111445,0.012224036,0.345132752,0.231504113,0.241711617,2.675958771,2.675958771,0.645237728,0.392185103,0.05057281,,,94227348,3.621805441,179013849,,Alandalus Property Co.,4320_2021,2.0%,1.2%,34.5%,23.2%,24.2%,2.7,,64.5%,0.39,0.05,179013849,Q2021,102.9,2.0%,Industrial,87,FALSE,FALSE,1.2,34.5,23.2,24.2,64.5,39.2,24.9,2034.8,1236.8,6/30/2021,2021-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0201,0.0122,0.3451,0.2315,0.2417,Mid Cap,33,73425,Other,35516250,798022136,94227348,179013849,24.2%,34.5%,2.0%
4320,2021,9/30/2021,Quarterly,158344458,18007982,37430422,27518578,25882611,6574049,2045119272,1247620387,797498885,,,,,133883883,163138,0.020745582,0.012655795,0.236386057,0.173789335,0.163457637,,,0.639215977,0.389952261,0.077425537,,,133720745,4.185940506,,,Alandalus Property Co.,4320_2021,2.1%,1.3%,23.6%,17.4%,16.3%,,,63.9%,0.39,0.08,,Q2021,158.3,2.1%,Industrial,73,FALSE,FALSE,1.3,23.6,17.4,16.3,63.9,39,25.9,2045.1,1247.6,9/30/2021,2021-Q4,Q4,Profit,N/A,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0207,0.0127,0.2364,0.1738,0.1635,Mid Cap,22,163138,Other,37430422,797498885,133720745,,16.3%,23.6%,2.1%
4320,2021,12/31/2021,Annual,214386203,69359851,145026352,95944802,91649534,26321741,2040429704,1240643419,799786285,309764407,117304243,,,181593100,293131,0.073872583,0.044916781,0.676472413,0.44753254,0.427497352,2.640692264,2.640692264,0.644654437,0.391969536,0.105069144,,,181299969,3.645078112,192460164,,Alandalus Property Co.,4320_2021,7.4%,4.5%,67.6%,44.8%,42.7%,2.6,,64.5%,0.39,0.11,192460164,FY2021,214.4,7.4%,Industrial,87,TRUE,FALSE,4.5,67.6,44.8,42.7,64.5,39.2,91.6,2040.4,1240.6,12/31/2021,2021-FY,FY,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0739,0.0449,0.6765,0.4475,0.4275,Mid Cap,56,293131,Other,145026352,799786285,181299969,192460164,42.7%,67.6%,7.4%
4320,2022,3/31/2022,Quarterly,53298081,16609296,36688785,26535888,26260751,6658601,2044958979,1228520837,816438142,314396684,136399137,,,-7202509,50500,0.02137591,0.012841701,0.688369718,0.497876987,0.492714756,2.30497561,2.30497561,0.66457004,0.399244264,0.026063154,,,-7253009,3.9852047,177997547,,Alandalus Property Co.,4320_2022,2.1%,1.3%,68.8%,49.8%,49.3%,2.3,,66.5%,0.40,0.03,177997547,Q2022,53.3,2.1%,Industrial,87,FALSE,FALSE,1.3,68.8,49.8,49.3,66.5,39.9,26.3,2045,1228.5,3/31/2022,2022-Q2,Q2,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0214,0.0128,0.6884,0.4979,0.4927,Mid Cap,33,50500,Other,36688785,816438142,-7253009,177997547,49.3%,68.8%,2.1%
4320,2022,6/30/2022,Quarterly,107391392,16597836,37495476,23930402,20657613,6838796,2059852269,1249178450,810673819,311904438,127204821,,,44375078,85173,0.016536959,0.010028687,0.349147872,0.222833521,0.192358183,2.451985983,2.451985983,0.648965581,0.393559204,0.052135483,,,44289905,3.499212727,184699617,,Alandalus Property Co.,4320_2022,1.7%,1.0%,34.9%,22.3%,19.2%,2.5,,64.9%,0.39,0.05,184699617,Q2022,107.4,1.7%,Industrial,87,FALSE,FALSE,1,34.9,22.3,19.2,64.9,39.4,20.7,2059.9,1249.2,6/30/2022,2022-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0165,0.01,0.3491,0.2228,0.1924,Mid Cap,22,85173,Other,37495476,810673819,44289905,184699617,19.2%,34.9%,1.7%
4320,2022,9/30/2022,Quarterly,160657262,17869606,35396264,23282423,22789484,8964359,2064049760,1233584601,830465159,315603364,123637774,,,81647235,331544,0.018474196,0.01104115,0.220321594,0.144919829,0.141851565,2.552645149,2.552645149,0.673212975,0.402347451,0.077835944,,,81315691,2.597221173,191965590,,Alandalus Property Co.,4320_2022,1.8%,1.1%,22.0%,14.5%,14.2%,2.6,,67.3%,0.40,0.08,191965590,Q2022,160.7,1.8%,Industrial,87,FALSE,FALSE,1.1,22,14.5,14.2,67.3,40.2,22.8,2064,1233.6,9/30/2022,2022-Q4,Q4,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0185,0.011,0.2203,0.1449,0.1419,Mid Cap,22,331544,Other,35396264,830465159,81315691,191965590,14.2%,22.0%,1.8%
4320,2022,12/31/2022,Annual,216108228,73699891,142408337,99622992,87293722,32805340,2055006927,1250464447,804542480,314781403,102527820,,,114145948,487340,0.06980904,0.042478554,0.658967677,0.460986576,0.403935208,3.07020478,3.07020478,0.643394926,0.391503537,0.1051618,,,113658608,3.036791937,212253583,,Alandalus Property Co.,4320_2022,7.0%,4.2%,65.9%,46.1%,40.4%,3.1,,64.3%,0.39,0.11,212253583,FY2022,216.1,7.0%,Industrial,87,TRUE,FALSE,4.2,65.9,46.1,40.4,64.3,39.2,87.3,2055,1250.5,12/31/2022,2022-FY,FY,Profit,Strong,Moderate,Average,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0698,0.0425,0.659,0.461,0.4039,Mid Cap,56,487340,Other,142408337,804542480,113658608,212253583,40.4%,65.9%,7.0%
4320,2023,3/31/2023,Quarterly,54466888,19063774,35403114,21724971,17811329,11146256,2043839020,1232043568,811795452,296354574,106375152,,,30888177,123645,0.014456736,0.008714644,0.649993332,0.398865656,0.327012055,2.78593796,2.78593796,0.658901579,0.397191483,0.026649304,,,30764532,1.949082365,189979422,,Alandalus Property Co.,4320_2023,1.4%,0.9%,65.0%,39.9%,32.7%,2.8,,65.9%,0.40,0.03,189979422,Q2023,54.5,1.4%,Industrial,87,FALSE,FALSE,0.9,65,39.9,32.7,65.9,39.7,17.8,2043.8,1232,3/31/2023,2023-Q2,Q2,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0145,0.0087,0.65,0.3989,0.327,Mid Cap,33,123645,Other,35403114,811795452,30764532,189979422,32.7%,65.0%,1.4%
4320,2023,6/30/2023,Quarterly,108412209,18177455,35767865,21579044,15016313,12731103,2131151220,1247059881,884091339,376055399,116683737,,,68417926,123645,0.012041373,0.007046104,0.329924695,0.199046253,0.138511272,3.222860432,3.222860432,0.708940567,0.414842143,0.050870256,,,68294281,1.694986208,259371662,,Alandalus Property Co.,4320_2023,1.2%,0.7%,33.0%,19.9%,13.9%,3.2,,70.9%,0.41,0.05,259371662,Q2023,108.4,1.2%,Industrial,87,FALSE,FALSE,0.7,33,19.9,13.9,70.9,41.5,15,2131.2,1247.1,6/30/2023,2023-Q3,Q3,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.012,0.007,0.3299,0.199,0.1385,Mid Cap,22,123645,Other,35767865,884091339,68294281,259371662,13.9%,33.0%,1.2%
4320,2023,9/30/2023,Quarterly,163950352,18706753,36831392,23524931,11740733,13144920,2258557375,1224717281,1033840094,279397985,131996304,,,99914682,754067,0.009586484,0.005198333,0.224649667,0.14348814,0.071611514,2.116710669,2.116710669,0.844145918,0.45774356,0.07259074,,,99160615,1.789659503,147401681,,Alandalus Property Co.,4320_2023,1.0%,0.5%,22.5%,14.3%,7.2%,2.1,,84.4%,0.46,0.07,147401681,Q2023,164,1.0%,Industrial,87,FALSE,FALSE,0.5,22.5,14.3,7.2,84.4,45.8,11.7,2258.6,1224.7,9/30/2023,2023-Q4,Q4,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0096,0.0052,0.2246,0.1435,0.0716,Mid Cap,11,754067,Other,36831392,1033840094,99160615,147401681,7.2%,22.5%,1.0%
4320,2023,12/31/2023,Annual,215155987,77450919,137705068,82738083,48659139,52176897,2259446119,1228509729,1030936390,266390813,123535809,,,153365653,2262000,0.039608265,0.02153587,0.640024337,0.384549294,0.226157495,2.156385385,2.156385385,0.839176415,0.456278369,0.095225102,,,151103653,1.585722566,142855004,,Alandalus Property Co.,4320_2023,4.0%,2.2%,64.0%,38.5%,22.6%,2.2,,83.9%,0.46,0.10,142855004,FY2023,215.2,4.0%,Industrial,87,TRUE,FALSE,2.2,64,38.5,22.6,83.9,45.6,48.7,2259.4,1228.5,12/31/2023,2023-FY,FY,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0396,0.0215,0.64,0.3845,0.2262,Mid Cap,44,2262000,Other,137705068,1030936390,151103653,142855004,22.6%,64.0%,4.0%
4320,2024,3/31/2024,Quarterly,52996472,20776593,32219879,17483125,7369284,15145904,2268088571,1201796617,1066291954,257472072,139241294,,,18438534,1532878,0.006131889,0.003249117,0.607962715,0.329892243,0.139052351,1.849107148,1.849107148,0.887248257,0.470128005,0.023366139,,,16905656,1.154313734,118230778,,Alandalus Property Co.,4320_2024,0.6%,0.3%,60.8%,33.0%,13.9%,1.8,,88.7%,0.47,0.02,118230778,Q2024,53,0.6%,Industrial,87,FALSE,FALSE,0.3,60.8,33,13.9,88.7,47,7.4,2268.1,1201.8,3/31/2024,2024-Q2,Q2,Profit,Strong,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0061,0.0032,0.608,0.3299,0.1391,Mid Cap,22,1532878,Other,32219879,1066291954,16905656,118230778,13.9%,60.8%,0.6%
4320,2024,6/30/2024,Quarterly,111705256,21784006,36924778,19286659,-9329646,15030559,2261496619,1192466971,1069029648,253590137,151090974,,,81421713,2510390,-0.007823819,-0.00412543,0.330555422,0.172656683,-0.083520206,1.678393688,1.678393688,0.896485751,0.47270893,0.049394394,,,78911323,1.283163121,102499163,,Alandalus Property Co.,4320_2024,-0.8%,-0.4%,33.1%,17.3%,-8.4%,1.7,,89.6%,0.47,0.05,102499163,Q2024,111.7,-0.8%,Industrial,87,FALSE,FALSE,-0.4,33.1,17.3,-8.4,89.6,47.3,-9.3,2261.5,1192.5,6/30/2024,2024-Q3,Q3,Loss,Strong,Moderate,Negative,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,-0.0078,-0.0041,0.3306,0.1727,-0.0835,Mid Cap,0,2510390,Other,36924778,1069029648,78911323,102499163,-8.4%,33.1%,-0.8%
4320,2024,9/30/2024,Quarterly,170387189,23544447,35137486,20494671,-7699287,18367683,2282127526,1174017685,1108109841,166719126,151248083,,,133270376,4308980,-0.006558067,-0.003373732,0.206221408,0.120282934,-0.045187006,1.102289184,1.102289184,0.943861285,0.48556,0.074661555,,,128961396,1.115800561,15471043,,Alandalus Property Co.,4320_2024,-0.7%,-0.3%,20.6%,12.0%,-4.5%,1.1,,94.4%,0.49,0.07,15471043,Q2024,170.4,-0.7%,Industrial,87,FALSE,FALSE,-0.3,20.6,12,-4.5,94.4,48.6,-7.7,2282.1,1174,9/30/2024,2024-Q4,Q4,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,-0.0066,-0.0034,0.2062,0.1203,-0.0452,Mid Cap,0,4308980,Other,35137486,1108109841,128961396,15471043,-4.5%,20.6%,-0.7%
4320,2024,12/31/2024,Annual,235887525,90740042,145147483,81363712,-23738250,68245976,2260866724,1159589743,1101276981,180731367,134678575,,,148809845,6689416,-0.020471249,-0.010499624,0.615324965,0.344925879,-0.100633766,1.341945941,1.341945941,0.949712592,0.487103892,0.104334998,,,142120429,1.192212593,46052792,,Alandalus Property Co.,4320_2024,-2.0%,-1.0%,61.5%,34.5%,-10.1%,1.3,,95.0%,0.49,0.10,46052792,FY2024,235.9,-2.0%,Industrial,87,TRUE,FALSE,-1,61.5,34.5,-10.1,95,48.7,-23.7,2260.9,1159.6,12/31/2024,2024-FY,FY,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,-0.0205,-0.0105,0.6153,0.3449,-0.1006,Mid Cap,0,6689416,Other,145147483,1101276981,142120429,46052792,-10.1%,61.5%,-2.0%
4320,2025,3/31/2025,Quarterly,56407863,22469634,33938229,18312880,1119392,16583880,2210586002,1132642682,1077943320,199555637,156399775,,,3777515,5876455,0.000988301,0.000506378,0.601657769,0.324651193,0.019844609,1.275933018,1.275933018,0.951706427,0.487627859,0.025517154,,,-2098940,1.10425787,43155862,,Alandalus Property Co.,4320_2025,0.1%,0.1%,60.2%,32.5%,2.0%,1.3,,95.2%,0.49,0.03,43155862,Q2025,56.4,0.1%,Industrial,87,FALSE,FALSE,0.1,60.2,32.5,2,95.2,48.8,1.1,2210.6,1132.6,3/31/2025,2025-Q2,Q2,Profit,Adequate,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.001,0.0005,0.6017,0.3247,0.0198,Mid Cap,0,5876455,Other,33938229,1077943320,-2098940,43155862,2.0%,60.2%,0.1%
4320,2025,6/30/2025,Quarterly,110346385,22550584,31387938,15725599,-9229754,16718831,2197804217,1112662929,1085141288,202869452,144574466,,,48967621,13545361,-0.008295193,-0.004199534,0.284449173,0.14251123,-0.083643465,1.403217716,1.403217716,0.975265069,0.493738832,0.050207559,,,35422260,0.940592019,58294986,,Alandalus Property Co.,4320_2025,-0.8%,-0.4%,28.4%,14.3%,-8.4%,1.4,,97.5%,0.49,0.05,58294986,Q2025,110.3,-0.8%,Industrial,87,FALSE,FALSE,-0.4,28.4,14.3,-8.4,97.5,49.4,-9.2,2197.8,1112.7,6/30/2025,2025-Q3,Q3,Loss,Adequate,Moderate,Negative,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,-0.0083,-0.0042,0.2844,0.1425,-0.0836,Mid Cap,0,13545361,Other,31387938,1085141288,35422260,58294986,-8.4%,28.4%,-0.8%
4320,2025,9/30/2025,Quarterly,170690418,23612731,36731302,13624476,1940726,16847191,2164988128,1082670322,1082317806,166058138,143973123,,,110260775,22281743,0.001792536,0.000896414,0.215192525,0.079819806,0.011369859,1.153396791,1.153396791,0.999674401,0.499918587,0.078841272,,,87979032,0.80870906,22085015,,Alandalus Property Co.,4320_2025,0.2%,0.1%,21.5%,8.0%,1.1%,1.2,,100.0%,0.50,0.08,22085015,Q2025,170.7,0.2%,Industrial,87,FALSE,TRUE,0.1,21.5,8,1.1,100,50,1.9,2165,1082.7,9/30/2025,2025-Q4,Q4,Profit,Adequate,Moderate,Weak,TRUE,TRUE,TRUE,4320 - Alandalus Property Co.,0.0018,0.0009,0.2152,0.0798,0.0114,Mid Cap,0,22281743,Other,36731302,1082317806,87979032,22085015,1.1%,21.5%,0.2%
4200,2020,1/1/2020,Quarterly,,,,,,,3585219799,874766624,2710453175,734547680,1160452059,72265712,390318159,,,,,,,,0.632984081,0.570710322,3.098487186,0.756007533,,,,,,-425904379,,Aldrees Petroleum and Transport Services Co.,4200_2020,,,,,,0.6,0.6,309.8%,0.76,,-425904379,Q2020,,,Service,47,FALSE,FALSE,,,,,309.8,75.6,,3585.2,874.8,1/1/2020,2020-Q1,Q1,N/A,Weak,High,N/A,FALSE,FALSE,FALSE,4200 - Aldrees Petroleum and Transport Services Co.,0,0,0,0,0,Mid Cap,,0,Other,,2710453175,,-425904379,,,
4200,2020,3/31/2020,Quarterly,1457811424,1373087349,84724075,51647048,30287531,20065010,4084158888,905054155,3179104733,991239409,1412423899,76534634,440429596,301585441,29107081,0.033464883,0.007415855,0.058117308,0.035427798,0.020776028,0.701800224,0.647613493,3.512612715,0.778398887,0.356942877,17.94073189,110.2727005,272478360,2.57398566,-421184490,,Aldrees Petroleum and Transport Services Co.,4200_2020,3.3%,0.7%,5.8%,3.5%,2.1%,0.7,0.6,351.3%,0.78,0.36,-421184490,Q2020,1457.8,3.3%,Industrial,100,FALSE,FALSE,0.7,5.8,3.5,2.1,351.3,77.8,30.3,4084.2,905.1,3/31/2020,2020-Q2,Q2,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,4200 - Aldrees Petroleum and Transport Services Co.,0.0335,0.0074,0.0581,0.0354,0.0208,Mid Cap,0,29107081,Other,84724075,3179104733,272478360,-421184490,2.1%,5.8%,3.3%
4200,2020,6/30/2020,Quarterly,2177091993,673254946,46025623,7375446,14382959,11160735,3964744503,826162114,3138582389,815093041,1219494984,54249182,513866171,98036313,55578546,0.017409366,0.003627714,0.021140872,0.003387751,0.0066065,0.668385727,0.62390077,3.798990944,0.791622862,0.54911281,12.41041655,86.15214838,42457767,0.660838735,-404401943,,Aldrees Petroleum and Transport Services Co.,4200_2020,1.7%,0.4%,2.1%,0.3%,0.7%,0.7,0.6,379.9%,0.79,0.55,-404401943,Q2020,2177.1,1.7%,Industrial,100,FALSE,FALSE,0.4,2.1,0.3,0.7,379.9,79.2,14.4,3964.7,826.2,6/30/2020,2020-Q3,Q3,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,4200 - Aldrees Petroleum and Transport Services Co.,0.0174,0.0036,0.0211,0.0034,0.0066,Mid Cap,0,55578546,Other,46025623,3138582389,42457767,-404401943,0.7%,2.1%,1.7%
4200,2020,9/30/2020,Quarterly,3477351429,1211765104,88494332,62261435,36894921,25916342,4370398953,863057035,3507341918,849597472,1305609442,71295340,477519669,385318515,144055902,0.042749111,0.008442003,0.025448774,0.017904844,0.010610064,0.650728652,0.596121709,4.06385879,0.802522139,0.795659954,16.99641385,50.12282559,241262613,2.402400578,-456011970,,Aldrees Petroleum and Transport Services Co.,4200_2020,4.3%,0.8%,2.5%,1.8%,1.1%,0.7,0.6,406.4%,0.80,0.80,-456011970,Q2020,3477.4,4.3%,Industrial,100,FALSE,FALSE,0.8,2.5,1.8,1.1,406.4,80.3,36.9,4370.4,863.1,9/30/2020,2020-Q4,Q4,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,4200 - Aldrees Petroleum and Transport Services Co.,0.0427,0.0084,0.0254,0.0179,0.0106,Mid Cap,0,144055902,Other,88494332,3507341918,241262613,-456011970,1.1%,2.5%,4.3%
4200,2020,12/31/2020,Annual,4974081137,4648343614,325737523,188312717,121082822,84248860,4462752731,892482371,3570270360,722513085,1248406216,67725589,374924311,710817927,205105029,0.135669707,0.027131869,0.065486974,0.037858795,0.024342752,0.578748388,0.524498747,4.000381941,0.800015276,1.114576907,68.63496771,27.51209113,505712898,2.235196025,-525893131,,Aldrees Petroleum and Transport Services Co.,4200_2020,13.6%,2.7%,6.5%,3.8%,2.4%,0.6,0.5,400.0%,0.80,1.11,-525893131,FY2020,4974.1,13.6%,Industrial,100,TRUE,FALSE,2.7,6.5,3.8,2.4,400,80,121.1,4462.8,892.5,12/31/2020,2020-FY,FY,Profit,Weak,High,Good,TRUE,TRUE,TRUE,4200 - Aldrees Petroleum and Transport Services Co.,0.1357,0.0271,0.0655,0.0379,0.0243,Mid Cap,33,205105029,Other,325737523,3570270360,505712898,-525893131,2.4%,6.5%,13.6%
4200,2021,3/31/2021,Quarterly,1759656639,1658643214,101013425,63752878,39360584,24220780,5098457608,931842955,4166614653,1037287575,1611292687,90958989,458052495,82216667,65847840,0.042239504,0.007720096,0.057405191,0.036230294,0.022368332,0.643761114,0.587310173,4.471370021,0.81723042,0.345135093,18.23506651,95.0123774,16368827,2.632156272,-574005112,,Aldrees Petroleum and Transport Services Co.,4200_2021,4.2%,0.8%,5.7%,3.6%,2.2%,0.6,0.6,447.1%,0.82,0.35,-574005112,Q2021,1759.7,4.2%,Industrial,100,FALSE,FALSE,0.8,5.7,3.6,2.2,447.1,81.7,39.4,5098.5,931.8,3/31/2021,2021-Q2,Q2,Profit,Weak,High,Weak,TRUE,TRUE,TRUE,4200 - Aldrees Petroleum and Transport Services Co.,0.0422,0.0077,0.0574,0.0362,0.0224,Mid Cap,0,65847840,Other,101013425,4166614653,16368827,-574005112,2.2%,5.7%,4.2%
